keep_ratio,label,prune_fraction,round,sparse_compression_ratio_mean,sparse_dropped_update_l2_mean,sparse_num_params_sent_mean,sparse_num_params_total_mean,sparse_score_mean_mean,sparse_score_p50_mean,sparse_score_p90_mean,sparse_sent_update_fraction_l2_mean,sparse_sent_update_l2_mean,sparse_threshold_mean
0.5,drop050_keep050,0.5,55,0.5,0.015312093993674579,50885.0,101770.0,3.8117055676405535e-07,1.3655695706856983e-07,4.760905654577377e-07,0.9936921929312932,0.13127905974072573,1.3655842216750772e-07
0.5,drop050_keep050,0.5,56,0.5,0.011869575860500064,50885.0,101770.0,3.141529926148138e-07,1.0371471379938568e-07,3.6952010673544144e-07,0.9935837845961923,0.10802964725935366,1.037157230213578e-07
0.5,drop050_keep050,0.5,57,0.5,0.012393644871087111,50885.0,101770.0,2.950354872233032e-07,1.0916926375282109e-07,3.800003576774986e-07,0.9937809904475292,0.10555658907109172,1.0917134720429138e-07
0.5,drop050_keep050,0.5,58,0.5,0.011170671735455223,50885.0,101770.0,2.790691880165776e-07,9.865042210268047e-08,3.5091588687239457e-07,0.9942402107422983,0.10122448041861642,9.865173730684891e-08
0.5,drop050_keep050,0.5,59,0.5,0.015529505293661676,50885.0,101770.0,3.7027615987790946e-07,1.3566718404031038e-07,4.6611347806337156e-07,0.9934533041634613,0.13422499289494808,1.35668347908591e-07
0.5,drop050_keep050,0.5,60,0.5,0.01105709666722542,50885.0,101770.0,2.6942539903070323e-07,9.757407121887792e-08,3.471990892314425e-07,0.9940947437377371,0.0996136044141334,9.757644818799009e-08
0.5,drop050_keep050,0.5,61,0.5,0.010764906946771053,50885.0,101770.0,2.5010804431352867e-07,9.529901983175674e-08,3.2639962421458904e-07,0.9935185746805019,0.0917323141518513,9.530112194925911e-08
0.5,drop050_keep050,0.5,62,0.5,0.012104509832699343,50885.0,101770.0,3.1310993121257747e-07,1.0648095903372316e-07,3.725220147667059e-07,0.9939450100455063,0.1084410078363483,1.0648157795210048e-07
0.5,drop050_keep050,0.5,63,0.5,0.011178817449063494,50885.0,101770.0,2.7082024427881966e-07,9.804455583795239e-08,3.330825212566827e-07,0.9939391441136564,0.09647052400997903,9.804517935262363e-08
0.5,drop050_keep050,0.5,64,0.5,0.010142674730616757,50885.0,101770.0,2.7266519278416356e-07,8.932997689552684e-08,3.2874936464817624e-07,0.9936835211020728,0.09446752168232582,8.933122465997489e-08
